MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
11.509,16,9.41,3.947,3444,4.783,41.43604,-121.47828,5.268
12.296,14,6.961,2.353,1942,5.194,39.12365,-121.18297,5.146
14.867,1,9.366,1.073,3588,5.331,41.16926,-115.19789,6.031
6.777,32,3.88,4.464,4773,1.732,33.02091,-116.55688,3.197
6.208,21,9.825,2.729,3143,2.53,34.30276,-117.33467,3.881
11.87,4,8.983,2.132,3203,3.621,35.40879,-116.19131,4.928
5.771,9,2.861,4.277,235,5.228,40.0315,-117.82864,2.595
14.031,51,5.308,4.515,1186,3.005,32.90873,-121.7,5.564
13.018,46,9.416,3.924,308,4.299,39.70023,-114.54092,6.111
7.006,22,2.625,2.417,2187,3.273,38.86987,-122.99859,3.261
11.512,12,5.63,1.924,613,1.148,40.83988,-123.29957,4.729
11.564,30,7.789,3.851,1891,2.582,32.94843,-121.93692,4.669
2.444,30,2.268,1.23,1940,4.784,38.40375,-115.57966,1.608
13.636,32,8.023,2.564,3146,4.651,33.44874,-119.83764,6.467
8.074,36,4.89,4.035,4948,5.418,33.03571,-120.31893,3.703
12.57,7,3.995,3.34,2690,3.964,41.50197,-121.47994,5.353
5.481,17,6.608,3.935,2727,4.832,34.61268,-114.51462,3.31
13.537,1,6.355,3.292,2493,3.076,34.29668,-116.45654,6.029
6.449,14,8.992,1.959,1516,2.749,40.80987,-122.69543,2.452
1.152,47,7.408,2.933,1133,2.699,35.46892,-120.81147,1.045
13.675,44,5.375,4.092,4246,1.795,40.54892,-120.6851,5.634
2.278,44,7.201,1.922,1295,3.189,38.86674,-122.09197,1.397
5.47,38,8.001,4.852,3197,5.054,34.30102,-123.08392,2.455
14.301,26,9.499,1.811,1458,1.061,37.43589,-115.76909,7.05
14.309,27,7.634,1.057,847,3.874,38.77848,-119.03873,5.582
9.028,45,6.351,4.112,4815,1.864,39.36685,-120.74261,3.718
9.846,16,4.984,4.714,2177,4.721,37.07855,-123.77346,3.86
7.278,46,9.132,1.987,4906,1.701,35.87332,-121.80093,3.137
5.105,7,8.34,1.62,4424,1.82,41.51432,-116.93502,1.899
5.601,32,2.617,1.896,2739,1.213,36.46564,-115.18484,2.231
10.415,25,7.596,3.511,3294,3.213,39.07468,-115.21476,4.776
11.533,31,6.31,3.316,4430,4.238,40.45207,-121.17901,4.793
12.082,16,2.829,3.485,3614,2.444,34.10396,-117.10054,5.268
12.055,41,6.52,1.031,969,1.207,37.08781,-122.88322,5.293
2.277,14,3.54,1.628,4153,5.663,37.74509,-121.47057,1.224
7.922,25,7.665,1.973,937,5.303,37.91562,-119.08554,4.098
1.806,30,4.228,3.788,759,3.314,33.91579,-116.40927,1.204
8.693,7,3.203,3.435,3368,5.116,32.74608,-115.02023,3.214
7.181,12,2.656,3.496,3374,5.006,38.81815,-114.69478,2.856
13.428,3,5.926,3.283,1253,3.808,38.40341,-122.72625,5.696
5.913,27,3.597,3.978,2795,3.634,39.15185,-119.84871,2.636
2.639,46,8.841,4.767,1771,4.255,34.61887,-117.43968,2.039
3.002,19,2.024,3.694,296,4.611,35.70835,-116.64768,0.951
11.661,43,8.749,3.98,163,5.104,37.91889,-119.20051,5.506
9.655,37,6.169,3.433,2183,3.872,33.04803,-123.81277,4.539
2.416,45,9.377,4.191,2738,4.731,34.46173,-116.14592,1.301
2.177,42,3.637,4.772,2836,1.928,40.86756,-115.52205,1.361
10.814,7,2.818,3.42,2228,4.731,33.96484,-115.22277,4.429
2.019,49,7.0,1.724,3888,1.291,34.05979,-115.38205,1.548
12.506,16,7.654,4.081,718,4.292,39.35043,-116.6355,5.071
10.887,32,4.981,3.603,4947,4.563,40.89301,-120.11893,3.668
2.139,8,2.109,4.734,2898,5.838,41.72408,-122.54821,0.301
2.188,49,5.256,2.089,4574,3.109,40.44497,-123.04417,1.246
14.813,13,3.87,4.88,1745,1.57,39.26732,-117.10309,6.284
6.24,11,4.78,3.207,688,2.673,40.91929,-116.38147,1.91
6.189,20,6.054,4.856,1632,3.096,37.26138,-117.68347,2.274
12.379,18,7.619,4.136,1772,4.85,35.26809,-118.50041,5.218
14.261,37,9.706,4.464,1357,1.931,39.34163,-118.32665,6.332
14.804,6,3.152,2.295,206,1.849,36.36421,-123.72573,5.25
11.547,20,7.439,1.878,4649,2.099,36.07461,-121.49186,6.33
6.268,32,3.866,3.496,1758,2.155,36.54503,-122.64457,3.633
2.169,46,3.766,2.497,1718,5.619,38.43822,-119.71886,1.208
11.88,44,7.068,4.944,3346,1.802,41.07182,-123.60233,5.219
8.818,29,8.208,2.982,4527,3.065,41.5442,-120.99274,4.091
6.939,4,9.822,1.442,1674,3.016,38.71583,-115.38116,2.335
13.689,7,8.151,2.995,2537,1.638,32.84168,-123.38956,5.805
2.557,43,3.259,3.14,1543,1.545,36.37081,-118.57696,1.529
7.897,20,3.803,1.019,545,5.549,33.73335,-121.69994,3.636
1.159,34,8.091,1.982,2951,5.182,37.80313,-120.57957,1.402
7.561,36,6.216,1.005,1282,5.666,36.25709,-121.31333,3.089
1.788,7,4.363,3.244,4875,2.586,39.50667,-123.75865,0.012
2.663,33,5.774,2.169,3231,3.633,38.21078,-123.68787,1.653
2.645,15,9.319,1.693,4032,2.279,34.23723,-119.56142,2.05
10.089,32,8.045,4.354,579,2.96,33.95853,-115.67724,3.943
11.445,22,5.606,1.12,2894,4.971,33.45123,-114.79609,5.061
9.167,40,9.844,3.767,2696,3.381,39.55453,-122.06869,4.477
14.47,29,8.359,3.292,1374,1.548,35.65553,-115.15601,6.254
6.248,25,2.047,4.086,4853,1.016,36.68306,-123.90504,2.746
5.0,5,2.899,1.529,1085,2.181,36.56463,-115.74828,1.649
13.16,14,6.432,4.486,501,1.916,38.76034,-118.73779,4.882
4.13,50,4.8,2.287,2053,4.97,32.93792,-123.51099,2.211
14.485,35,8.5,1.034,409,4.333,35.87131,-123.60722,7.965
1.17,2,9.165,3.627,1501,5.192,33.41999,-122.93514,0.753
14.578,25,3.925,4.437,1410,3.094,32.9607,-123.90378,6.538
1.604,16,8.106,2.415,3511,3.918,33.27603,-117.11984,0.564
13.476,46,6.283,3.11,3007,3.087,36.50268,-118.05057,5.557
8.388,16,5.136,2.649,3751,2.106,39.09333,-115.76119,3.187
14.902,11,8.294,1.17,3115,4.155,36.89872,-119.39454,6.176
2.033,49,6.519,4.013,1333,2.943,34.82426,-118.3929,0.604
8.754,35,7.082,4.766,161,2.247,38.68651,-122.91955,4.116
14.57,23,2.498,2.68,3250,5.692,34.41971,-119.03339,6.303
8.323,5,6.687,1.578,4458,1.539,36.09683,-121.15439,3.502
9.812,35,4.406,3.02,979,4.884,41.54356,-119.75113,4.279
10.74,29,5.946,4.619,1282,3.748,40.37896,-115.78188,5.062
7.364,47,3.776,3.423,4450,4.815,41.17861,-117.48104,3.492
9.786,5,6.916,1.849,963,1.449,34.00304,-123.77307,3.536
9.18,3,3.18,3.213,4235,2.952,38.3973,-114.524,3.385
13.616,6,2.983,2.307,2486,4.98,35.44445,-121.74828,5.63
1.636,23,3.507,1.094,3147,5.075,40.25621,-119.66971,1.097
4.933,46,8.54,4.655,292,4.945,36.81783,-119.56424,3.097
14.306,2,2.268,4.178,124,4.722,39.49609,-117.72275,5.108
13.464,18,7.837,4.696,3466,2.883,35.46139,-115.69856,5.549
7.379,30,2.452,3.731,4971,4.581,33.15166,-121.49211,3.017
9.682,38,6.735,2.799,752,1.547,39.64577,-121.36251,3.694
4.883,5,8.188,2.973,1317,1.813,38.21997,-122.10638,2.769
3.634,46,3.849,1.818,3024,3.7,40.73269,-116.57274,3.652
7.492,49,3.568,2.545,1023,3.748,33.59844,-117.8467,2.528
5.947,11,4.313,1.655,1413,3.359,41.71158,-122.23903,2.683
9.171,1,7.597,2.894,2074,4.675,41.17363,-119.79729,3.071
2.088,10,4.039,3.584,4010,3.819,38.69906,-120.21832,1.502
14.642,41,6.014,2.026,2753,1.329,37.49246,-118.86524,5.44
14.807,44,3.076,4.775,2476,5.436,36.29185,-115.94212,6.026
10.774,26,5.69,3.587,1398,4.14,33.3971,-115.20678,4.824
8.505,33,6.998,1.88,1658,5.477,41.32345,-122.16041,4.565
5.333,27,2.575,1.668,4720,3.148,34.3537,-118.18878,2.289
12.393,50,8.523,1.68,1600,1.009,35.89227,-116.13473,5.393
10.586,12,9.499,4.895,4098,4.813,34.26466,-122.98662,4.189
3.277,2,3.548,1.946,3499,3.83,34.98166,-120.88392,0.942
13.753,1,8.075,1.673,4561,1.098,36.22915,-122.73853,6.042
12.516,1,4.508,1.656,4670,3.863,39.11959,-120.51792,4.838
14.297,33,7.414,2.377,3547,5.655,40.20569,-123.96955,5.821
11.16,22,4.453,3.461,2033,2.044,33.05347,-119.3115,4.016
9.588,12,8.899,1.316,3577,2.409,40.24554,-114.13583,4.159
6.855,39,4.777,1.638,4641,4.248,40.03456,-115.38693,3.201
14.058,36,8.791,4.906,1559,5.105,33.78167,-119.15927,5.286
13.125,21,8.129,3.471,4019,4.209,35.10698,-118.35337,5.259
1.633,20,3.571,1.559,4989,4.359,33.29926,-116.48874,0.184
1.369,36,3.256,3.2,3611,2.633,37.10138,-122.01044,0.953
6.27,26,8.237,1.964,4591,1.05,41.70288,-118.73853,3.424
12.348,47,5.122,4.894,4147,5.199,40.8269,-119.42314,5.736
14.822,31,9.595,2.555,1940,5.976,40.80319,-120.4399,6.405
3.106,1,9.544,1.57,4171,5.332,33.70883,-119.70566,1.407
9.318,38,7.548,3.452,1775,2.988,41.06227,-116.47405,3.596
6.332,14,6.005,1.549,4807,2.759,32.69132,-120.48178,2.636
14.579,26,3.56,3.072,1727,5.799,39.74235,-114.93131,6.752
12.79,46,9.059,4.409,3807,5.942,35.34551,-115.15106,5.477
12.737,42,2.656,2.383,534,4.061,37.26689,-114.37084,5.639
7.562,7,4.963,2.91,1359,3.572,39.47101,-123.73727,3.706
6.807,12,4.554,1.433,3687,3.582,38.64875,-118.14599,3.823
4.828,24,9.667,3.585,4042,2.009,35.68205,-122.27326,2.58
1.789,19,2.945,1.448,1078,4.641,40.2665,-123.57442,0.807
13.106,9,9.121,2.308,4988,1.855,38.69511,-119.10654,6.023
12.381,35,5.651,4.365,2811,2.048,40.51537,-114.78701,5.722
14.996,4,2.38,1.6,1307,4.371,35.98041,-121.36549,5.412
14.953,45,7.831,4.361,4470,5.346,33.6152,-120.29642,6.316
8.776,42,2.807,3.522,1718,4.33,36.03332,-117.36915,3.382
11.766,32,3.896,1.564,707,3.375,37.19783,-115.38656,4.59
14.227,46,8.398,1.674,3376,4.476,33.86789,-123.34873,7.574
12.895,6,3.238,3.653,2193,3.275,37.83589,-118.28289,3.745
4.463,28,4.604,3.917,1781,4.271,38.78288,-121.93868,1.696
7.308,28,4.888,3.623,1312,4.902,32.52452,-116.39777,3.362
2.808,40,6.71,3.856,4778,1.073,37.77234,-121.66666,1.88
14.357,51,8.319,2.446,3216,2.095,33.71545,-116.9066,6.552
9.486,29,3.846,1.006,529,4.515,33.85461,-117.04508,4.245
4.201,42,3.646,3.116,3188,3.007,36.08013,-114.34877,1.344
10.404,5,3.775,3.378,2476,3.611,33.38212,-119.30737,3.661
9.654,5,5.053,3.751,3973,4.425,37.93496,-122.75537,4.043
6.014,37,6.281,1.925,750,3.633,39.50304,-116.23131,3.331
2.59,41,2.108,1.681,2829,5.185,35.60106,-116.70296,1.518
10.402,28,8.242,4.321,4801,2.896,41.38276,-115.63565,4.732
8.284,41,9.414,4.365,158,4.459,39.25272,-118.64662,4.852
11.812,47,8.748,4.95,3170,3.127,41.89548,-117.6123,5.006
8.282,9,2.297,2.359,2799,3.647,38.26445,-114.47723,3.479
12.931,29,6.196,1.236,623,1.569,36.87787,-124.23455,5.955
8.727,14,8.512,2.904,639,5.157,39.75791,-117.52054,4.075
8.853,38,4.753,2.919,2880,2.6,36.24886,-119.65797,3.888
13.273,40,9.176,1.146,3857,2.506,32.50754,-120.16529,6.537
6.649,34,9.095,3.3,3024,1.444,34.5239,-121.32331,3.512
2.876,37,3.134,2.043,3979,3.532,34.45533,-116.92291,1.718
1.403,49,5.949,1.477,966,3.09,37.14647,-123.21412,0.723
11.572,42,2.205,3.42,2944,1.495,39.26049,-122.0387,5.099
9.684,14,4.255,2.129,2523,4.758,37.79029,-121.09103,4.608
10.857,18,8.495,3.246,4137,1.332,33.48016,-122.31266,5.16
3.981,33,9.801,1.061,2961,1.725,34.97498,-122.89725,1.412
2.909,34,9.307,2.465,3391,3.303,33.79781,-119.39936,2.083
1.204,28,2.341,4.462,2944,2.789,33.25558,-123.18214,0.903
5.908,36,9.414,3.6,3223,2.378,33.98862,-121.23944,2.761
9.259,45,8.581,4.47,3723,3.82,37.43827,-115.05398,4.8
6.491,48,8.942,3.962,2665,3.621,39.67963,-118.77308,2.665
7.125,37,9.319,3.879,3336,3.162,36.27136,-119.05039,3.478
13.658,23,5.905,4.48,4580,4.881,34.4075,-116.04865,5.301
5.876,42,3.69,1.078,3347,3.491,36.58793,-117.28296,2.859
8.196,17,2.168,2.68,4962,5.894,35.63439,-120.65506,3.242
11.971,11,2.188,4.842,2031,5.009,32.92436,-123.01538,4.774
6.552,32,7.14,1.709,4903,1.532,41.26407,-116.64968,3.411
9.709,37,4.698,3.615,1365,2.37,32.60085,-123.25841,4.526
13.073,15,5.967,4.161,3919,3.679,32.89148,-121.25254,4.721
14.293,4,3.051,4.734,206,3.344,35.35399,-116.39155,5.475
3.059,39,9.804,4.487,824,1.235,39.87946,-117.14133,1.648
13.972,30,3.04,3.706,2135,3.641,37.14424,-115.695,5.876
7.89,10,5.558,3.845,4792,4.027,37.35695,-118.16954,2.957
4.615,23,5.547,2.372,545,3.317,38.36224,-117.9575,1.859
7.428,24,2.069,1.896,1436,5.331,32.88156,-119.28522,2.757
14.72,36,7.342,4.834,4270,3.783,41.60862,-121.25931,5.463
7.897,5,6.306,4.902,1800,4.932,37.7203,-119.38241,3.103
5.603,37,5.98,2.698,2578,3.934,40.32488,-123.17426,2.34
9.868,43,8.545,2.643,439,5.547,36.57624,-114.16139,5.095
4.362,19,3.929,2.807,4422,2.071,36.64039,-120.86693,1.765
2.062,37,8.889,2.846,3454,5.158,34.09945,-115.57684,0.831
2.804,8,8.918,4.369,4884,3.24,35.92038,-115.01777,0.299
2.793,7,8.615,2.723,3615,4.488,34.25666,-124.12102,2.002
3.127,40,4.731,4.529,2730,3.831,41.1708,-118.25561,1.803
2.944,13,3.3,3.781,356,1.544,35.62033,-115.60452,1.473
9.972,37,5.801,4.862,455,3.183,36.29541,-119.89416,4.666
3.546,27,4.079,3.698,1625,4.369,33.77468,-123.7747,1.958
5.839,18,2.417,2.649,4054,5.492,41.92587,-120.45589,2.417
13.555,24,4.236,4.672,1486,2.092,37.92867,-121.56216,4.756
7.635,41,5.753,1.919,1068,2.776,37.95779,-115.26245,2.571
10.346,2,2.902,4.86,4720,2.803,33.88245,-117.53876,3.708
3.412,16,9.555,1.174,906,3.622,38.95288,-121.71899,2.366
3.692,14,7.249,3.564,1655,5.315,38.9705,-116.10571,1.031
1.572,17,3.091,1.073,1084,2.978,41.08967,-119.16015,0.613
3.365,6,8.497,1.816,4604,1.734,35.19487,-115.3831,1.698
4.9,35,9.425,2.856,1563,3.533,40.76282,-116.14741,2.318
3.478,17,4.102,1.633,3641,1.188,36.71491,-117.54794,1.671
2.242,45,3.146,4.955,1508,2.722,34.63911,-123.21216,1.276
2.689,38,4.58,4.092,1707,3.571,38.77701,-118.19374,0.987
7.451,40,8.658,4.403,4679,3.588,32.81004,-118.05146,4.028
3.889,6,3.401,4.916,633,5.098,40.65127,-115.99728,1.343
6.1,48,8.235,3.699,3147,5.006,33.12113,-122.50555,2.924
8.048,38,7.73,2.066,2616,2.413,36.28777,-118.11796,3.792
10.666,49,7.211,4.028,1720,2.505,33.86165,-115.87356,4.716
1.55,21,5.467,3.337,1666,5.908,36.97027,-124.21563,1.234
12.192,35,4.934,2.07,1868,2.957,41.59582,-118.08913,5.226
9.791,23,2.682,2.469,1022,1.714,33.8551,-116.00781,4.015
2.145,12,4.859,3.431,4965,4.285,33.52135,-119.7572,1.513
13.23,29,6.815,2.582,3677,2.218,34.3801,-122.43148,5.732
13.892,27,9.186,1.941,1101,4.017,41.41551,-116.32511,6.616
1.855,6,8.665,2.72,3665,5.106,35.17105,-123.47473,1.716
4.876,21,2.258,1.934,2539,1.868,38.26667,-118.90546,2.739
12.287,7,3.111,4.5,4816,3.258,35.24162,-124.33505,5.248
11.476,43,8.788,3.776,646,2.915,39.33621,-119.54237,4.897
3.583,41,9.515,2.506,3050,5.997,38.49603,-115.16291,2.353
3.931,16,2.446,4.782,3918,4.558,41.61641,-114.81835,0.714
6.187,5,7.61,2.556,401,1.412,35.62406,-122.71949,1.097
7.783,15,4.926,3.298,4982,2.143,35.46938,-118.01336,3.504
9.656,21,4.914,3.047,4274,1.786,39.90212,-123.82835,3.348
6.165,4,7.141,1.488,708,1.076,34.00278,-117.39005,2.172
7.475,5,8.482,2.695,582,2.579,39.41707,-116.50147,3.506
11.465,7,4.199,1.31,1867,2.622,39.83503,-119.68205,3.735
1.514,35,7.643,1.682,3184,2.175,40.65466,-120.01852,0.953
4.534,36,7.087,4.15,514,3.766,39.05339,-118.74173,1.849
10.987,15,6.139,2.211,1834,2.092,34.08679,-121.37977,4.922
13.533,28,6.819,1.356,2786,5.705,35.69154,-119.44401,5.799
8.163,2,2.144,3.876,1033,4.662,33.03068,-115.43305,3.269
8.45,5,2.033,4.21,4508,1.607,39.65144,-123.25232,3.777
2.5,7,6.404,3.312,2759,2.344,39.06588,-118.73462,1.517
7.264,22,6.193,4.662,4698,5.912,37.39123,-121.13368,2.445
8.457,49,2.571,4.398,1473,2.001,41.79748,-116.56217,3.365
4.395,31,5.936,3.211,1302,1.585,35.53812,-120.93236,2.636
4.769,32,8.06,3.948,3824,2.162,40.95922,-116.20379,2.823
6.282,8,6.33,2.317,4911,4.569,34.22669,-120.31287,2.523
1.281,41,6.141,3.545,2341,3.589,41.57311,-118.02674,1.144
5.509,42,7.743,4.908,1656,1.338,35.24371,-117.18757,2.449
3.96,11,3.375,4.199,1792,2.809,40.15933,-121.09368,1.611
5.585,1,5.66,2.498,4791,1.433,33.56667,-120.08088,2.665
2.677,47,3.184,4.729,995,2.453,36.38718,-115.71623,1.377
13.467,40,6.191,4.301,1301,1.855,41.67612,-119.84896,5.798
9.31,19,6.736,1.149,2851,2.103,35.45684,-119.57563,3.887
10.507,44,2.973,3.984,2924,4.891,39.91514,-118.38156,4.3
12.048,38,2.604,4.906,4466,4.917,37.10219,-116.34988,5.187
7.978,42,3.334,2.271,3096,4.662,38.25056,-123.67402,3.183
2.217,37,6.691,2.101,4932,4.441,38.18618,-118.23688,0.645
8.519,7,3.517,3.56,2328,2.226,37.91722,-115.49316,3.503
9.216,39,4.202,1.44,4454,3.204,37.09204,-120.92763,4.643
11.436,25,7.62,3.7,2169,3.3,34.31076,-117.35454,5.556
7.043,22,3.987,1.906,2442,3.674,32.61634,-121.74604,2.947
2.786,27,5.18,2.806,2096,5.282,38.93495,-123.28404,1.395
4.973,41,9.431,4.568,4719,5.443,39.20675,-122.62635,2.257
6.083,47,8.6,4.187,1476,2.08,39.85163,-116.9651,3.295
10.043,38,4.044,1.432,1886,3.16,41.34309,-118.31879,4.471
8.991,48,6.781,4.046,966,1.74,34.04432,-122.39219,4.476
5.985,39,7.326,2.647,906,4.241,40.95959,-124.03419,3.371
14.811,15,9.202,4.978,4454,3.86,34.74072,-115.87536,6.48
9.481,2,6.38,2.199,623,5.254,37.65062,-117.18134,3.057
4.321,8,6.49,2.882,1678,3.594,34.96387,-119.75017,2.288
2.425,44,9.108,2.365,432,4.905,33.81945,-122.27594,1.67
3.14,43,2.435,3.345,3547,2.59,32.9885,-114.45414,1.028
4.443,6,7.025,2.064,806,4.471,35.76436,-120.51189,2.154
3.25,20,5.333,4.651,3681,1.201,41.72761,-114.85404,1.425
3.612,27,9.278,3.468,1746,1.758,36.98924,-122.11053,1.488
4.991,45,9.684,4.771,4285,3.235,32.85697,-115.28485,2.489
3.427,23,3.362,3.722,2925,5.434,38.90922,-118.80094,2.003
13.555,48,4.252,1.743,1623,5.426,34.41711,-114.67913,6.469
2.123,40,4.188,1.062,1383,3.994,33.05493,-123.12423,1.425
8.343,17,2.805,2.63,4040,1.649,40.0295,-114.19353,3.575
6.746,13,5.864,4.974,367,4.405,36.73914,-122.312,2.773
14.753,4,6.105,4.508,371,1.884,41.78332,-123.43853,5.027
2.569,20,6.584,4.387,4340,2.752,39.29022,-118.58411,1.015
6.57,42,7.304,3.275,3010,2.571,35.24155,-117.39155,4.245
14.573,25,2.503,1.379,1893,5.422,41.82315,-120.49647,6.292
13.117,22,6.98,1.061,128,4.468,40.77271,-117.21216,6.329
12.439,48,9.31,4.354,3521,1.355,35.50252,-114.65559,4.08
4.611,17,5.64,1.71,1619,5.217,35.26006,-116.19832,1.952
3.392,40,2.854,1.307,1006,3.152,37.27307,-115.27173,1.979
10.361,11,2.688,3.839,1480,4.774,37.64683,-115.15203,3.601
14.011,25,4.254,1.005,773,4.883,37.99712,-121.31869,6.187
8.795,5,8.02,3.963,4697,5.993,34.56653,-117.11651,3.312
9.003,21,4.088,1.769,1354,2.735,33.01939,-116.70241,3.56
4.92,26,8.515,2.286,1092,5.322,37.64445,-123.1476,2.571
11.773,16,8.557,1.687,4316,2.434,38.26066,-119.41019,5.438
3.619,40,5.657,4.109,2324,5.978,41.60042,-117.64317,1.468
5.532,21,4.406,2.939,446,3.051,37.66491,-121.40814,2.271
6.956,48,6.781,1.663,4532,4.301,33.98497,-117.81943,3.879
8.107,32,8.484,1.154,3440,5.973,35.41909,-123.8622,3.028
4.394,4,2.517,4.947,4431,2.002,32.99366,-118.31757,1.343
2.608,38,9.627,3.857,2528,4.12,32.64621,-123.35891,1.538
9.549,8,7.167,3.72,4686,5.992,37.04058,-117.37199,3.868
5.041,9,5.185,3.011,4655,5.72,38.78892,-117.63763,1.053
9.137,45,6.048,2.74,1876,2.104,41.53832,-117.98128,4.055
3.161,17,5.085,4.184,2265,1.494,38.51864,-121.75082,2.414
7.736,41,5.301,4.306,4624,3.13,34.22011,-117.51166,3.291
8.456,13,6.765,1.244,171,4.817,41.11872,-120.1302,3.563
1.726,9,2.482,4.438,2906,4.949,40.85939,-118.87739,-0.414
5.712,6,3.403,4.046,2731,4.037,36.37231,-117.35358,1.89
2.882,27,3.816,2.945,1912,4.074,37.46364,-120.58712,1.584
1.887,42,5.26,2.905,2370,1.603,37.24396,-114.15398,1.523
14.859,37,4.968,4.339,1076,3.206,36.68326,-123.75667,6.335
5.513,39,7.778,4.174,1811,3.881,35.63281,-116.88075,2.489
12.338,43,4.073,1.555,4429,4.418,41.87488,-121.92447,5.545
4.565,24,2.457,3.197,3686,1.459,41.1281,-114.28713,1.224
10.541,9,2.444,4.877,133,4.453,35.66755,-118.93447,4.404
11.643,42,2.091,3.942,2185,5.706,38.33519,-116.31532,4.839
9.339,11,2.304,4.892,2274,4.931,33.31158,-122.31015,3.78
7.602,35,8.869,4.104,1841,4.119,39.58072,-115.33219,3.317
6.766,29,7.578,3.099,3906,1.486,40.51519,-114.46608,2.629
5.884,8,9.967,3.42,4343,4.972,36.93478,-118.84887,3.048
14.013,17,2.163,3.838,4829,4.315,33.22151,-115.63428,5.302
12.629,7,8.792,3.915,4691,3.743,38.0323,-117.50189,4.574
14.51,12,7.568,3.99,2207,5.011,33.02143,-121.88629,6.401
2.74,48,7.123,4.721,549,4.373,40.25146,-114.94092,1.323
11.232,15,4.852,2.237,4945,3.348,38.05772,-116.37357,4.904
14.137,29,5.014,4.318,800,2.173,40.77332,-115.21968,5.773
3.537,45,8.764,3.279,790,3.522,36.09995,-120.66273,1.984
1.931,50,7.708,4.541,2863,1.77,34.87648,-119.72765,1.026
11.376,50,7.363,3.524,3879,1.301,41.41761,-121.42952,5.19
9.043,24,2.245,4.741,3422,2.17,41.05755,-120.94112,3.115
12.786,37,3.475,2.696,783,2.836,33.12724,-121.71201,5.769
2.957,14,9.701,1.397,1312,4.234,40.70122,-116.90927,2.28
12.134,11,5.635,3.579,2387,3.497,41.3162,-120.49719,5.736
3.823,35,8.251,4.098,1323,4.676,36.80537,-116.8641,3.11
3.291,17,5.115,3.766,2589,4.687,40.98072,-117.45342,2.288
3.3,27,8.115,3.9,2497,4.53,36.74918,-118.6818,1.498
12.404,44,2.954,1.116,2268,3.737,33.0436,-117.48095,5.381
10.313,3,2.337,4.86,1750,4.315,37.69058,-118.69776,3.48
8.323,2,5.729,2.057,2188,5.887,41.39221,-116.98901,3.729
6.024,4,6.733,2.655,4347,4.529,37.57398,-121.03716,2.164
13.281,18,4.59,2.674,4366,4.712,33.82083,-116.35243,5.772
6.494,20,7.728,4.627,2484,2.456,36.67629,-121.32512,2.504
12.432,21,5.967,3.975,3545,3.39,33.50928,-114.3157,5.256
7.148,14,9.427,3.481,1100,3.176,38.06022,-120.42181,3.647
6.277,8,2.68,1.48,1900,2.767,38.43455,-124.2661,2.704
7.478,2,2.533,2.294,1283,3.298,38.80921,-119.6057,3.368
5.219,26,9.241,2.967,2572,3.99,33.00246,-114.55543,2.792
11.467,19,7.353,1.46,1134,4.121,40.55747,-117.87309,4.958
8.038,42,7.369,3.285,2263,5.198,41.20921,-123.34721,3.029
4.251,28,2.22,1.857,840,4.282,35.22436,-123.28755,1.892
13.594,29,9.501,4.298,3445,5.347,39.93926,-119.77587,6.217
6.374,5,8.175,4.316,3179,4.283,37.09204,-122.07707,2.127
8.61,43,8.115,3.396,3454,2.75,37.54581,-118.17266,5.083
13.691,28,9.295,2.438,2924,4.154,34.80674,-114.78006,6.38
9.739,41,6.625,1.178,4709,4.645,41.00001,-114.45035,4.592
2.637,48,5.157,3.516,3560,4.428,41.60436,-114.91146,0.709
14.158,26,5.845,4.138,2799,5.25,38.71906,-121.34938,5.861
9.788,5,8.218,4.162,2573,5.528,33.94107,-114.34061,3.459
5.689,15,8.15,2.938,1494,2.676,37.57778,-121.22773,2.692
2.95,46,6.877,1.562,1588,1.395,35.37339,-117.95196,2.114
12.116,9,3.745,1.259,3474,4.282,36.78322,-115.22723,5.769
9.681,32,8.551,1.223,4777,1.551,38.90814,-117.61539,5.258
8.468,26,7.178,1.998,1923,5.42,33.17168,-114.13534,3.547
13.514,37,3.77,1.566,4933,5.111,34.43135,-120.80252,5.483
12.04,15,5.845,1.675,4595,4.568,39.62382,-123.16976,5.34
3.123,41,9.978,3.796,3754,5.631,32.8626,-122.13084,1.838
5.364,4,4.627,1.718,1780,5.436,38.21772,-122.50339,2.121
4.479,36,2.932,3.769,4867,5.615,35.03904,-115.09293,1.476
11.415,20,2.173,2.406,4209,4.677,41.07362,-119.6017,5.287
1.469,27,3.477,4.099,3312,2.842,40.41446,-119.08763,0.197
8.978,21,3.496,1.636,4835,1.239,41.23369,-122.6184,4.248
11.674,22,8.865,1.093,2876,1.308,33.39171,-122.19296,3.529
13.275,7,3.249,1.357,2927,4.966,41.94981,-116.16408,5.519
5.789,47,8.901,4.865,4692,1.957,33.86322,-117.36628,3.34
12.498,31,2.694,3.152,4161,2.565,40.76619,-121.00855,5.825
2.549,17,9.253,3.428,635,3.931,36.0717,-116.20654,0.69
12.85,50,4.051,4.868,1758,1.655,41.57348,-123.84681,5.306
2.785,7,6.892,4.104,3560,5.927,32.50989,-123.67207,1.584
6.562,19,3.278,1.451,4818,5.086,39.04712,-123.48833,3.473
12.162,28,5.12,2.687,1620,3.924,41.95876,-117.15419,5.159
3.099,10,2.686,4.286,3330,5.542,39.09174,-118.26257,0.743
4.21,27,6.636,3.66,134,3.468,39.21216,-115.52378,2.394
